utc_ts,game,viewers
2025-06-21T19:31:31,Magic: The Gathering,11923
2025-06-21T19:31:31,Sports,11527
2025-06-21T19:31:31,Sea of Thieves,11113
2025-06-21T19:31:31,Chrono Odyssey,10927
2025-06-21T19:31:31,Music,10685
2025-06-21T19:31:31,Old School RuneScape,10108
2025-06-21T19:31:31,Grand Theft Auto IV,9970
2025-06-21T19:31:31,Genshin Impact,9742
2025-06-21T19:31:31,Art,9716
2025-06-21T19:31:31,Escape from Tarkov,9655
2025-06-21T19:31:31,Clair Obscur: Expedition 33,8668
2025-06-21T19:31:31,ASMR,8641
2025-06-21T19:31:31,Garena Free Fire,8613
2025-06-21T19:31:31,Slots,8517
2025-06-21T19:31:31,Street Fighter 6,8105
2025-06-21T19:31:31,Relic Guardian,7886
2025-06-21T19:31:31,GODDESS OF VICTORY: NIKKE,7795
2025-06-21T19:31:31,HELLDIVERS 2,7676
2025-06-21T19:31:31,Teamfight Tactics,7596
2025-06-21T19:31:31,Star Citizen,7168
2025-06-21T19:31:31,ELDEN RING,6982
2025-06-21T19:31:31,Retro,6891
2025-06-21T19:31:31,Death Stranding: Director's Cut,6789
2025-06-21T19:31:31,DayZ,6280
2025-06-21T19:31:31,Parcel Simulator,6101
2025-06-21T19:31:31,Gartic Phone,6067
2025-06-21T19:31:31,Call of Duty,6062
2025-06-21T19:31:31,NBA 2K25,6024
2025-06-21T19:31:31,Chess,6022
2025-06-21T19:31:31,Destiny 2,6019
2025-06-21T19:31:31,Heroes of Might and Magic III: The Restoration of Erathia,5939
2025-06-21T19:31:31,R.E.P.O.,5787
2025-06-21T19:31:31,Mobile Legends: Bang Bang,5787
2025-06-21T19:31:31,Trackmania,5642
2025-06-21T19:31:31,Rocket League,5512
2025-06-21T19:31:31,Red Dead Redemption 2,5432
2025-06-21T19:31:31,iRacing,5392
2025-06-21T19:31:31,Call of Duty: Black Ops 6,5355
2025-06-21T19:31:31,Albion Online,5315
2025-06-21T19:31:31,Always On,5142
2025-06-21T19:31:31,Lies of P,5105
2025-06-21T19:31:31,"Animals, Aquariums, and Zoos",5069
2025-06-21T19:31:31,Slime Rancher,4999
2025-06-21T19:31:31,Pokémon Scarlet/Violet,4962
2025-06-21T19:31:31,FINAL FANTASY XIV ONLINE,4910
2025-06-21T19:31:31,StarCraft II,4860
2025-06-21T19:31:31,ARK: Survival Ascended,4804
2025-06-21T19:31:31,Garry's Mod,4776
2025-06-21T19:31:31,Etheria: Restart,4768
2025-06-21T19:31:31,Arena Breakout: Infinite,4435
2025-06-21T19:31:31,"Pools, Hot Tubs, and Beaches",4414
2025-06-21T19:31:31,Black Desert,4370
2025-06-21T19:31:31,Still Wakes the Deep,4328
2025-06-21T19:31:31,Age of Empires II,4271
2025-06-21T19:31:31,RAIDOU Remastered: The Mystery of the Soulless Army,4066
2025-06-21T19:31:31,Stellar Blade,4061
2025-06-21T19:31:31,Crypto,4014
2025-06-21T19:31:31,Talk Shows & Podcasts,3886
2025-06-21T19:31:31,Halo Infinite,3868
2025-06-21T19:31:31,Lost Ark,3855
2025-06-21T19:31:41,Counter-Strike,635461
2025-06-21T19:31:41,Just Chatting,607778
2025-06-21T19:31:41,VALORANT,313719
2025-06-21T19:31:41,IRL,114667
2025-06-21T19:31:41,Grand Theft Auto V,110418
2025-06-21T19:31:41,League of Legends,104060
2025-06-21T19:31:41,Call of Duty: Warzone,69481
2025-06-21T19:31:41,Path of Exile,60549
2025-06-21T19:31:41,Fortnite,59662
2025-06-21T19:31:41,Dota 2,44009
2025-06-21T19:31:41,The Blood of Dawnwalker,49334
2025-06-21T19:31:41,PEAK,34541
2025-06-21T19:31:41,Marvel Rivals,42204
2025-06-21T19:31:41,Minecraft,38214
2025-06-21T19:31:41,Overwatch 2,36882
2025-06-21T19:31:41,World of Warcraft,34294
2025-06-21T19:31:41,Special Events,31148
2025-06-21T19:31:41,Dead by Daylight,31113
2025-06-21T19:31:41,Borderlands 4,28934
2025-06-21T19:31:41,REMATCH,25269
2025-06-21T19:31:41,EA Sports FC 25,24579
2025-06-21T19:31:41,DJs,22676
2025-06-21T19:31:41,World of Tanks,22221
2025-06-21T19:31:41,Hearthstone,20426
2025-06-21T19:31:41,Clash Royale,17300
2025-06-21T19:31:41,Virtual Casino,16633
2025-06-21T19:31:41,SCUM,16151
2025-06-21T19:31:41,Tom Clancy's Rainbow Six Siege X,15864
2025-06-21T19:31:41,Mario Kart World,15402
2025-06-21T19:31:41,Dune: Awakening,15196
2025-06-21T19:31:41,Elden Ring: Nightreign,14873
2025-06-21T19:31:41,Fall Guys,14516
2025-06-21T19:31:41,PUBG: BATTLEGROUNDS,14466
2025-06-21T19:31:41,Hunt: Showdown 1896,13399
2025-06-21T19:31:41,Shadowverse: Worlds Beyond,13212
2025-06-21T19:31:41,Tibia,13211
2025-06-21T19:31:41,Brawl Stars,12965
2025-06-21T19:31:41,Rust,12597
2025-06-21T19:31:41,Apex Legends,12512
2025-06-21T19:31:41,ROBLOX,12301
2025-06-21T19:31:41,Magic: The Gathering,12027
2025-06-21T19:31:41,Sports,11689
2025-06-21T19:31:41,Sea of Thieves,11138
2025-06-21T19:31:41,Chrono Odyssey,11005
2025-06-21T19:31:41,Music,10643
2025-06-21T19:31:41,Old School RuneScape,10136
2025-06-21T19:31:41,Grand Theft Auto IV,9967
2025-06-21T19:31:41,Art,9702
2025-06-21T19:31:41,Genshin Impact,9771
2025-06-21T19:31:41,Escape from Tarkov,10036
2025-06-21T19:31:41,Clair Obscur: Expedition 33,8632
2025-06-21T19:31:41,ASMR,8682
2025-06-21T19:31:41,Garena Free Fire,8492
2025-06-21T19:31:41,Slots,8020
2025-06-21T19:31:41,Street Fighter 6,8110
2025-06-21T19:31:41,Relic Guardian,7886
2025-06-21T19:31:41,GODDESS OF VICTORY: NIKKE,7808
2025-06-21T19:31:41,HELLDIVERS 2,7671
2025-06-21T19:31:41,Teamfight Tactics,7600
2025-06-21T19:31:41,Star Citizen,7196
2025-06-21T19:31:41,ELDEN RING,6814
2025-06-21T19:31:41,Retro,6875
2025-06-21T19:31:41,Death Stranding: Director's Cut,6785
2025-06-21T19:31:41,DayZ,6271
2025-06-21T19:31:41,Parcel Simulator,6103
2025-06-21T19:31:41,Call of Duty,6089
2025-06-21T19:31:41,Gartic Phone,6067
2025-06-21T19:31:41,NBA 2K25,5995
2025-06-21T19:31:41,Chess,5968
2025-06-21T19:31:41,Destiny 2,6150
2025-06-21T19:31:41,Heroes of Might and Magic III: The Restoration of Erathia,5922
2025-06-21T19:31:41,R.E.P.O.,5757
2025-06-21T19:31:41,Mobile Legends: Bang Bang,5786
2025-06-21T19:31:41,Trackmania,5632
2025-06-21T19:31:41,Albion Online,5301
2025-06-21T19:31:41,Rocket League,5402
2025-06-21T19:31:41,Red Dead Redemption 2,5464
2025-06-21T19:31:41,iRacing,5369
2025-06-21T19:31:41,Call of Duty: Black Ops 6,5401
2025-06-21T19:31:41,Always On,5147
2025-06-21T19:31:41,Lies of P,5258
2025-06-21T19:31:41,"Animals, Aquariums, and Zoos",4940
2025-06-21T19:31:41,Slime Rancher,4997
2025-06-21T19:31:41,Pokémon Scarlet/Violet,4937
2025-06-21T19:31:41,FINAL FANTASY XIV ONLINE,4989
2025-06-21T19:31:41,StarCraft II,4909
2025-06-21T19:31:41,ARK: Survival Ascended,4807
2025-06-21T19:31:41,Garry's Mod,4739
2025-06-21T19:31:41,Etheria: Restart,4767
2025-06-21T19:31:41,Arena Breakout: Infinite,4454
2025-06-21T19:31:41,"Pools, Hot Tubs, and Beaches",4395
2025-06-21T19:31:41,Black Desert,4426
2025-06-21T19:31:41,Still Wakes the Deep,4334
2025-06-21T19:31:41,Age of Empires II,4354
2025-06-21T19:31:41,RAIDOU Remastered: The Mystery of the Soulless Army,3996
2025-06-21T19:31:41,Stellar Blade,4120
2025-06-21T19:31:41,Crypto,4004
2025-06-21T19:31:41,Talk Shows & Podcasts,3871
2025-06-21T19:31:41,Halo Infinite,3698
2025-06-21T19:31:41,Lost Ark,3887
2025-06-21T19:31:51,Counter-Strike,635457
2025-06-21T19:31:51,Just Chatting,607696
2025-06-21T19:31:51,VALORANT,313716
2025-06-21T19:31:51,IRL,114666
2025-06-21T19:31:51,Grand Theft Auto V,110420
2025-06-21T19:31:51,League of Legends,104044
2025-06-21T19:31:51,Call of Duty: Warzone,69474
2025-06-21T19:31:51,Path of Exile,60549
2025-06-21T19:31:51,Fortnite,59637
2025-06-21T19:31:51,Dota 2,44003
2025-06-21T19:31:51,The Blood of Dawnwalker,49333
2025-06-21T19:31:51,PEAK,34547
2025-06-21T19:31:51,Marvel Rivals,42103
2025-06-21T19:31:51,Minecraft,38207
2025-06-21T19:31:51,Overwatch 2,36879
2025-06-21T19:31:51,World of Warcraft,34292
2025-06-21T19:31:51,Special Events,31148
2025-06-21T19:31:51,Dead by Daylight,31113
2025-06-21T19:31:51,Borderlands 4,28934
2025-06-21T19:31:51,REMATCH,25263
2025-06-21T19:31:51,EA Sports FC 25,24580
2025-06-21T19:31:51,DJs,22676
2025-06-21T19:31:51,World of Tanks,22221
2025-06-21T19:31:51,Hearthstone,20426
2025-06-21T19:31:51,Clash Royale,17297
2025-06-21T19:31:51,Virtual Casino,16633
2025-06-21T19:31:51,SCUM,16154
2025-06-21T19:31:51,Tom Clancy's Rainbow Six Siege X,15862
2025-06-21T19:31:51,Mario Kart World,15402
2025-06-21T19:31:51,Dune: Awakening,15195
2025-06-21T19:31:51,Elden Ring: Nightreign,14870
2025-06-21T19:31:51,Fall Guys,14516
2025-06-21T19:31:51,PUBG: BATTLEGROUNDS,14463
2025-06-21T19:31:51,Hunt: Showdown 1896,13399
2025-06-21T19:31:51,Shadowverse: Worlds Beyond,13212
2025-06-21T19:31:51,Tibia,13211
2025-06-21T19:31:51,Brawl Stars,12965
2025-06-21T19:31:51,Rust,12597
2025-06-21T19:31:51,Apex Legends,12498
2025-06-21T19:31:51,ROBLOX,12305
2025-06-21T19:31:51,Magic: The Gathering,12027
2025-06-21T19:31:51,Sports,11689
2025-06-21T19:31:51,Sea of Thieves,11138
2025-06-21T19:31:51,Chrono Odyssey,11004
2025-06-21T19:31:51,Music,10643
2025-06-21T19:31:51,Old School RuneScape,10136
2025-06-21T19:31:51,Grand Theft Auto IV,9967
2025-06-21T19:31:51,Art,9702
2025-06-21T19:31:51,Genshin Impact,9771
2025-06-21T19:31:51,Escape from Tarkov,10036
2025-06-21T19:31:51,Clair Obscur: Expedition 33,8632
2025-06-21T19:31:51,ASMR,8682
2025-06-21T19:31:51,Garena Free Fire,8492
2025-06-21T19:31:51,Slots,8020
2025-06-21T19:31:51,Street Fighter 6,8109
2025-06-21T19:31:51,Relic Guardian,7886
2025-06-21T19:31:51,GODDESS OF VICTORY: NIKKE,7808
2025-06-21T19:31:51,HELLDIVERS 2,7672
2025-06-21T19:31:51,Teamfight Tactics,7600
2025-06-21T19:31:51,Star Citizen,7196
2025-06-21T19:31:51,ELDEN RING,6812
2025-06-21T19:31:51,Retro,6875
2025-06-21T19:31:51,Death Stranding: Director's Cut,6785
2025-06-21T19:31:51,DayZ,6271
2025-06-21T19:31:51,Parcel Simulator,6043
2025-06-21T19:31:51,Call of Duty,6082
2025-06-21T19:31:51,Gartic Phone,6067
2025-06-21T19:31:51,NBA 2K25,5994
2025-06-21T19:31:51,Chess,5968
2025-06-21T19:31:51,Destiny 2,6150
2025-06-21T19:31:51,Heroes of Might and Magic III: The Restoration of Erathia,5923
2025-06-21T19:31:51,R.E.P.O.,5762
2025-06-21T19:31:51,Mobile Legends: Bang Bang,5751
2025-06-21T19:31:51,Trackmania,5632
2025-06-21T19:31:51,Albion Online,5300
2025-06-21T19:31:51,Rocket League,5406
2025-06-21T19:31:51,Red Dead Redemption 2,5466
2025-06-21T19:31:51,iRacing,5369
2025-06-21T19:31:51,Call of Duty: Black Ops 6,5406
2025-06-21T19:31:51,Always On,5147
2025-06-21T19:31:51,Lies of P,5258
2025-06-21T19:31:51,"Animals, Aquariums, and Zoos",4940
2025-06-21T19:31:51,Slime Rancher,4997
2025-06-21T19:31:51,Pokémon Scarlet/Violet,4937
2025-06-21T19:31:51,FINAL FANTASY XIV ONLINE,4989
2025-06-21T19:31:51,StarCraft II,4909
2025-06-21T19:31:51,ARK: Survival Ascended,4807
2025-06-21T19:31:51,Garry's Mod,4739
2025-06-21T19:31:51,Etheria: Restart,4765
2025-06-21T19:31:51,Arena Breakout: Infinite,4454
2025-06-21T19:31:51,"Pools, Hot Tubs, and Beaches",4395
2025-06-21T19:31:51,Black Desert,4426
2025-06-21T19:31:51,Still Wakes the Deep,4334
2025-06-21T19:31:51,Age of Empires II,4354
2025-06-21T19:31:51,RAIDOU Remastered: The Mystery of the Soulless Army,3996
2025-06-21T19:31:51,Stellar Blade,4124
2025-06-21T19:31:51,Crypto,4004
2025-06-21T19:31:51,Talk Shows & Podcasts,3871
2025-06-21T19:31:51,Halo Infinite,3699
2025-06-21T19:31:51,Lost Ark,3887
2025-06-21T19:32:01,Counter-Strike,635460
2025-06-21T19:32:01,Just Chatting,607721
2025-06-21T19:32:01,VALORANT,313718
2025-06-21T19:32:01,IRL,114666
2025-06-21T19:32:01,Grand Theft Auto V,110422
2025-06-21T19:32:01,League of Legends,104044
2025-06-21T19:32:01,Call of Duty: Warzone,69477
2025-06-21T19:32:01,Path of Exile,60549
2025-06-21T19:32:01,Fortnite,59658
2025-06-21T19:32:01,The Blood of Dawnwalker,49334
2025-06-21T19:32:01,PEAK,34547
2025-06-21T19:32:01,Dota 2,44007
2025-06-21T19:32:01,Marvel Rivals,42205
2025-06-21T19:32:01,Minecraft,38213
2025-06-21T19:32:01,Overwatch 2,36880
2025-06-21T19:32:01,World of Warcraft,34292
2025-06-21T19:32:01,Special Events,31148
2025-06-21T19:32:01,Dead by Daylight,31115
2025-06-21T19:32:01,Borderlands 4,28934
2025-06-21T19:32:01,REMATCH,25266
2025-06-21T19:32:01,EA Sports FC 25,24579
2025-06-21T19:32:01,DJs,22676
2025-06-21T19:32:01,World of Tanks,22221
2025-06-21T19:32:01,Hearthstone,20426
2025-06-21T19:32:01,Clash Royale,17299
2025-06-21T19:32:01,Virtual Casino,16633
2025-06-21T19:32:01,SCUM,16154
2025-06-21T19:32:01,Tom Clancy's Rainbow Six Siege X,15863
2025-06-21T19:32:01,Mario Kart World,15402
2025-06-21T19:32:01,Dune: Awakening,15196
2025-06-21T19:32:01,Elden Ring: Nightreign,14877
2025-06-21T19:32:01,Fall Guys,14516
2025-06-21T19:32:01,PUBG: BATTLEGROUNDS,14466
2025-06-21T19:32:01,Hunt: Showdown 1896,13399
2025-06-21T19:32:01,Shadowverse: Worlds Beyond,13212
2025-06-21T19:32:01,Tibia,13211
2025-06-21T19:32:01,Brawl Stars,12965
2025-06-21T19:32:01,Rust,12597
2025-06-21T19:32:01,Apex Legends,12500
2025-06-21T19:32:01,ROBLOX,12308
2025-06-21T19:32:01,Magic: The Gathering,12027
2025-06-21T19:32:01,Sports,11689
2025-06-21T19:32:01,Sea of Thieves,11138
2025-06-21T19:32:01,Chrono Odyssey,11005
2025-06-21T19:32:01,Music,10643
2025-06-21T19:32:01,Old School RuneScape,10136
2025-06-21T19:32:01,Grand Theft Auto IV,9967
2025-06-21T19:32:01,Genshin Impact,9771
2025-06-21T19:32:01,Art,9702
2025-06-21T19:32:01,Escape from Tarkov,10036
2025-06-21T19:32:01,Clair Obscur: Expedition 33,8632
2025-06-21T19:32:01,ASMR,8682
2025-06-21T19:32:01,Garena Free Fire,8492
2025-06-21T19:32:01,Slots,8020
2025-06-21T19:32:01,Street Fighter 6,8110
2025-06-21T19:32:01,Relic Guardian,7886
2025-06-21T19:32:01,GODDESS OF VICTORY: NIKKE,7808
2025-06-21T19:32:01,HELLDIVERS 2,7671
2025-06-21T19:32:01,Teamfight Tactics,7600
2025-06-21T19:32:01,Star Citizen,7196
2025-06-21T19:32:01,ELDEN RING,6811
2025-06-21T19:32:01,Retro,6875
2025-06-21T19:32:01,Death Stranding: Director's Cut,6785
2025-06-21T19:32:01,DayZ,6271
2025-06-21T19:32:01,Parcel Simulator,6103
2025-06-21T19:32:01,Gartic Phone,6067
2025-06-21T19:32:01,Call of Duty,6086
2025-06-21T19:32:01,NBA 2K25,5996
2025-06-21T19:32:01,Chess,5968
2025-06-21T19:32:01,Destiny 2,6150
2025-06-21T19:32:01,Heroes of Might and Magic III: The Restoration of Erathia,5922
2025-06-21T19:32:01,R.E.P.O.,5762
2025-06-21T19:32:01,Mobile Legends: Bang Bang,5786
2025-06-21T19:32:01,Trackmania,5632
2025-06-21T19:32:01,Rocket League,5406
2025-06-21T19:32:01,Red Dead Redemption 2,5466
2025-06-21T19:32:01,iRacing,5369
2025-06-21T19:32:01,Call of Duty: Black Ops 6,5406
2025-06-21T19:32:01,Albion Online,5301
2025-06-21T19:32:01,Always On,5147
2025-06-21T19:32:01,Lies of P,5258
2025-06-21T19:32:01,"Animals, Aquariums, and Zoos",4940
2025-06-21T19:32:01,Slime Rancher,4997
2025-06-21T19:32:01,Pokémon Scarlet/Violet,4937
2025-06-21T19:32:01,FINAL FANTASY XIV ONLINE,4989
2025-06-21T19:32:01,StarCraft II,4909
2025-06-21T19:32:01,ARK: Survival Ascended,4807
2025-06-21T19:32:01,Garry's Mod,4739
2025-06-21T19:32:01,Etheria: Restart,4767
2025-06-21T19:32:01,Arena Breakout: Infinite,4454
2025-06-21T19:32:01,"Pools, Hot Tubs, and Beaches",4395
2025-06-21T19:32:01,Black Desert,4426
2025-06-21T19:32:01,Still Wakes the Deep,4334
2025-06-21T19:32:01,Age of Empires II,4354
2025-06-21T19:32:01,RAIDOU Remastered: The Mystery of the Soulless Army,3996
2025-06-21T19:32:01,Stellar Blade,4124
2025-06-21T19:32:01,Crypto,4004
2025-06-21T19:32:01,Talk Shows & Podcasts,3871
2025-06-21T19:32:01,Halo Infinite,3699
2025-06-21T19:32:01,Lost Ark,3887
2025-06-21T19:32:11,Counter-Strike,635457
2025-06-21T19:32:11,Just Chatting,607696
2025-06-21T19:32:11,VALORANT,313716
2025-06-21T19:32:11,IRL,114666
2025-06-21T19:32:11,Grand Theft Auto V,110420
2025-06-21T19:32:11,League of Legends,104044
2025-06-21T19:32:11,Call of Duty: Warzone,69474
2025-06-21T19:32:11,Path of Exile,60549
2025-06-21T19:32:11,Fortnite,59637
2025-06-21T19:32:11,Dota 2,44003
2025-06-21T19:32:11,The Blood of Dawnwalker,49333
2025-06-21T19:32:11,PEAK,34547
2025-06-21T19:32:11,Marvel Rivals,42103
2025-06-21T19:32:11,Minecraft,38207
2025-06-21T19:32:11,Overwatch 2,36879
2025-06-21T19:32:11,World of Warcraft,34292
2025-06-21T19:32:11,Special Events,31148
2025-06-21T19:32:11,Dead by Daylight,31113
2025-06-21T19:32:11,Borderlands 4,28934
2025-06-21T19:32:11,REMATCH,25263
2025-06-21T19:32:11,EA Sports FC 25,24580
2025-06-21T19:32:11,DJs,22676
2025-06-21T19:32:11,World of Tanks,22221
2025-06-21T19:32:11,Hearthstone,20426
2025-06-21T19:32:11,Clash Royale,17297
2025-06-21T19:32:11,Virtual Casino,16633
2025-06-21T19:32:11,SCUM,16154
2025-06-21T19:32:11,Tom Clancy's Rainbow Six Siege X,15862
2025-06-21T19:32:11,Mario Kart World,15402
2025-06-21T19:32:11,Dune: Awakening,15195
2025-06-21T19:32:11,Elden Ring: Nightreign,14870
2025-06-21T19:32:11,Fall Guys,14516
2025-06-21T19:32:11,PUBG: BATTLEGROUNDS,14463
2025-06-21T19:32:11,Hunt: Showdown 1896,13399
2025-06-21T19:32:11,Shadowverse: Worlds Beyond,13212
2025-06-21T19:32:11,Tibia,13211
2025-06-21T19:32:11,Brawl Stars,12965
2025-06-21T19:32:11,Rust,12597
2025-06-21T19:32:11,Apex Legends,12498
2025-06-21T19:32:11,ROBLOX,12305
2025-06-21T19:32:11,Magic: The Gathering,12027
2025-06-21T19:32:11,Sports,11689
2025-06-21T19:32:11,Sea of Thieves,11138
2025-06-21T19:32:11,Chrono Odyssey,11004
2025-06-21T19:32:11,Music,10643
2025-06-21T19:32:11,Old School RuneScape,10136
2025-06-21T19:32:11,Grand Theft Auto IV,9967
2025-06-21T19:32:11,Art,9702
2025-06-21T19:32:11,Genshin Impact,9771
2025-06-21T19:32:11,Escape from Tarkov,10036
2025-06-21T19:32:11,Clair Obscur: Expedition 33,8632
2025-06-21T19:32:11,ASMR,8682
2025-06-21T19:32:11,Garena Free Fire,8492
2025-06-21T19:32:11,Slots,8020
2025-06-21T19:32:11,Street Fighter 6,8109
2025-06-21T19:32:11,Relic Guardian,7886
2025-06-21T19:32:11,GODDESS OF VICTORY: NIKKE,7808
2025-06-21T19:32:11,HELLDIVERS 2,7672
2025-06-21T19:32:11,Teamfight Tactics,7600
2025-06-21T19:32:11,Star Citizen,7196
2025-06-21T19:32:11,ELDEN RING,6812
2025-06-21T19:32:11,Retro,6875
2025-06-21T19:32:11,Death Stranding: Director's Cut,6785
2025-06-21T19:32:11,DayZ,6271
2025-06-21T19:32:11,Parcel Simulator,6043
2025-06-21T19:32:11,Call of Duty,6082
2025-06-21T19:32:11,Gartic Phone,6067
2025-06-21T19:32:11,NBA 2K25,5994
2025-06-21T19:32:11,Chess,5968
2025-06-21T19:32:11,Destiny 2,6150
2025-06-21T19:32:11,Heroes of Might and Magic III: The Restoration of Erathia,5923
2025-06-21T19:32:11,R.E.P.O.,5762
2025-06-21T19:32:11,Mobile Legends: Bang Bang,5751
2025-06-21T19:32:11,Trackmania,5632
2025-06-21T19:32:11,Albion Online,5300
2025-06-21T19:32:11,Rocket League,5406
2025-06-21T19:32:11,Red Dead Redemption 2,5466
2025-06-21T19:32:11,iRacing,5369
2025-06-21T19:32:11,Call of Duty: Black Ops 6,5406
2025-06-21T19:32:11,Always On,5147
2025-06-21T19:32:11,Lies of P,5258
2025-06-21T19:32:11,"Animals, Aquariums, and Zoos",4940
2025-06-21T19:32:11,Slime Rancher,4997
2025-06-21T19:32:11,Pokémon Scarlet/Violet,4937
2025-06-21T19:32:11,FINAL FANTASY XIV ONLINE,4989
2025-06-21T19:32:11,StarCraft II,4909
2025-06-21T19:32:11,ARK: Survival Ascended,4807
2025-06-21T19:32:11,Garry's Mod,4739
2025-06-21T19:32:11,Etheria: Restart,4765
2025-06-21T19:32:11,Arena Breakout: Infinite,4454
2025-06-21T19:32:11,"Pools, Hot Tubs, and Beaches",4395
2025-06-21T19:32:11,Black Desert,4426
2025-06-21T19:32:11,Still Wakes the Deep,4334
2025-06-21T19:32:11,Age of Empires II,4354
2025-06-21T19:32:11,RAIDOU Remastered: The Mystery of the Soulless Army,3996
2025-06-21T19:32:11,Stellar Blade,4124
2025-06-21T19:32:11,Crypto,4004
2025-06-21T19:32:11,Talk Shows & Podcasts,3871
2025-06-21T19:32:11,Halo Infinite,3699
2025-06-21T19:32:11,Lost Ark,3887
2025-06-21T19:32:21,Counter-Strike,635437
2025-06-21T19:32:21,Just Chatting,607279
2025-06-21T19:32:21,VALORANT,313686
2025-06-21T19:32:21,IRL,114613
2025-06-21T19:32:21,Grand Theft Auto V,110402
2025-06-21T19:32:21,League of Legends,104041
2025-06-21T19:32:21,Call of Duty: Warzone,69434
2025-06-21T19:32:21,Path of Exile,60549
2025-06-21T19:32:21,Fortnite,59586
2025-06-21T19:32:21,The Blood of Dawnwalker,49333
2025-06-21T19:32:21,Dota 2,43983
2025-06-21T19:32:21,Marvel Rivals,35323
2025-06-21T19:32:21,Minecraft,38179
2025-06-21T19:32:21,Overwatch 2,36870
2025-06-21T19:32:21,PEAK,34546
2025-06-21T19:32:21,World of Warcraft,34290
2025-06-21T19:32:21,Special Events,31148
2025-06-21T19:32:21,Dead by Daylight,30979
2025-06-21T19:32:21,Borderlands 4,28929
2025-06-21T19:32:21,REMATCH,25223
2025-06-21T19:32:21,EA Sports FC 25,24576
2025-06-21T19:32:21,DJs,22664
2025-06-21T19:32:21,World of Tanks,22221
2025-06-21T19:32:21,Hearthstone,20426
2025-06-21T19:32:21,Clash Royale,17296
2025-06-21T19:32:21,Virtual Casino,16633
2025-06-21T19:32:21,SCUM,16154
2025-06-21T19:32:21,Tom Clancy's Rainbow Six Siege X,15858
2025-06-21T19:32:21,Mario Kart World,15401
2025-06-21T19:32:21,Dune: Awakening,15190
2025-06-21T19:32:21,Elden Ring: Nightreign,14868
2025-06-21T19:32:21,Fall Guys,14515
2025-06-21T19:32:21,PUBG: BATTLEGROUNDS,14447
2025-06-21T19:32:21,Hunt: Showdown 1896,13398
2025-06-21T19:32:21,Shadowverse: Worlds Beyond,13212
2025-06-21T19:32:21,Tibia,13211
2025-06-21T19:32:21,Brawl Stars,12962
2025-06-21T19:32:21,Rust,12597
2025-06-21T19:32:21,Apex Legends,12483
2025-06-21T19:32:21,ROBLOX,12266
2025-06-21T19:32:21,Magic: The Gathering,12027
2025-06-21T19:32:21,Sports,11689
2025-06-21T19:32:21,Sea of Thieves,11138
2025-06-21T19:32:21,Chrono Odyssey,10945
2025-06-21T19:32:21,Music,10640
2025-06-21T19:32:21,Old School RuneScape,10136
2025-06-21T19:32:21,Escape from Tarkov,10017
2025-06-21T19:32:21,Grand Theft Auto IV,9967
2025-06-21T19:32:21,Genshin Impact,9760
2025-06-21T19:32:21,Art,9685
2025-06-21T19:32:21,ASMR,8682
2025-06-21T19:32:21,Clair Obscur: Expedition 33,8631
2025-06-21T19:32:21,Garena Free Fire,8491
2025-06-21T19:32:21,Street Fighter 6,8074
2025-06-21T19:32:21,Slots,8020
2025-06-21T19:32:21,Relic Guardian,7886
2025-06-21T19:32:21,GODDESS OF VICTORY: NIKKE,7808
2025-06-21T19:32:21,HELLDIVERS 2,7671
2025-06-21T19:32:21,Teamfight Tactics,7600
2025-06-21T19:32:21,Star Citizen,7196
2025-06-21T19:32:21,Retro,6875
2025-06-21T19:32:21,ELDEN RING,6808
2025-06-21T19:32:21,Death Stranding: Director's Cut,6784
2025-06-21T19:32:21,DayZ,6271
2025-06-21T19:32:21,Destiny 2,6149
2025-06-21T19:32:21,Call of Duty,6068
2025-06-21T19:32:21,Gartic Phone,6067
2025-06-21T19:32:21,Parcel Simulator,6043
2025-06-21T19:32:21,NBA 2K25,5787
2025-06-21T19:32:21,Chess,5968
2025-06-21T19:32:21,Heroes of Might and Magic III: The Restoration of Erathia,5923
2025-06-21T19:32:21,R.E.P.O.,5762
2025-06-21T19:32:21,Mobile Legends: Bang Bang,5751
2025-06-21T19:32:21,Trackmania,5632
2025-06-21T19:32:21,Red Dead Redemption 2,5466
2025-06-21T19:32:21,Rocket League,5392
2025-06-21T19:32:21,Call of Duty: Black Ops 6,5404
2025-06-21T19:32:21,iRacing,5369
2025-06-21T19:32:21,Albion Online,5280
2025-06-21T19:32:21,Lies of P,5257
2025-06-21T19:32:21,Always On,5147
2025-06-21T19:32:21,Slime Rancher,4997
2025-06-21T19:32:21,FINAL FANTASY XIV ONLINE,4987
2025-06-21T19:32:21,"Animals, Aquariums, and Zoos",4940
2025-06-21T19:32:21,Pokémon Scarlet/Violet,4937
2025-06-21T19:32:21,StarCraft II,4909
2025-06-21T19:32:21,ARK: Survival Ascended,4807
2025-06-21T19:32:21,Etheria: Restart,4765
2025-06-21T19:32:21,Garry's Mod,4739
2025-06-21T19:32:21,Arena Breakout: Infinite,4454
2025-06-21T19:32:21,Black Desert,4426
2025-06-21T19:32:21,"Pools, Hot Tubs, and Beaches",4395
2025-06-21T19:32:21,Age of Empires II,4354
2025-06-21T19:32:21,Still Wakes the Deep,4334
2025-06-21T19:32:21,Stellar Blade,4123
2025-06-21T19:32:21,Crypto,4004
2025-06-21T19:32:21,RAIDOU Remastered: The Mystery of the Soulless Army,3996
